ID|Title|Principal Investigator|Abstract|Justification|Target Object|Start Date|End Date|Status
453|Alert Notice 453: Monitoring of S Dor requested for multiwavelength campaign|Dr. Noel Richardson|Dr. Noel Richardson, Georgia State University, has requested monitoring of the luminous blue variable (LBV) prototype S Doradus as part of a multiwavelength campaign he is coordinating to study the photosphere of this star.|Your observations will not only be very interesting but also necessary to correlate all of the observations and interpret the variability taking place in S Dor.|S DOR|2012-02-23|2012-02-24|Archived
455|Alert Notice 455: V834 CAR = Nova Car 2012 = TCP J10502000-6406480|John Seach|Discovery of V834 CAR = Nova Car 2012 = TCP J10502000-6406480, believed to be a classical Fe II nova near maximum|N/A|V834 CAR; Nova Car 2012; TCP J10502000-6406480|2012-03-16|2012-03-17|Archived
457|Alert Notice 457: Monitoring Nova Oph 2012 for multiwavelength observations|Dr. Michael Rupen|Dr. Michael Rupen (National Radio Astronomy Observatory, Socorro, NM) has informed us that he and his colleagues of the EVLA (Expanded Very Large Array) Nova Team are carrying out a multiwavelength campaign on the Fe II-type nova Nova Oph 2012 [V2676 Oph].|He is requesting AAVSO observations in support. It would be very useful to have fairly regular multi-color photometry to follow the overall evolution of the source, as well as spectroscopy to track the velocity of the ejecta. Spectroscopy on the dates of the Swift observations April 13 and April 27 UT would be particularly valuable, allowing us to compare the temperature of the X-rays with that which could be produced either within the ejecta, or between the ejecta and any surrounding, relatively stationary circumbinary material.|V2676 Oph|2012-04-10|2012-04-11|Archived
461|Alert Notice 461: Nova Scorpii 2012 = MOA 2012 BLG-320 [V1324 Sco]|R. M. Wagner, S. Dong, T. Bensby, J. Prieto, I. Bond, P. Tristram, D. Bennett, K. Wada, T. Sumi, Microlensing Observations in Astrophysics (MOA) collaboration, A. Gould, Microlensing Follow-Up Network (microFUN) collaboration and S. Starrfield|Discovery of Nova Scorpii 2012 = MOA 2012 BLG-320 [V1324 Sco]|N/A|Nova Scorpii 2012 = MOA 2012 BLG-320 [V1324 Sco]|2012-06-12|2012-06-13|Archived
460|Alert Notice 460: Possible occultation by Pluto from US East Coast|Dr. Leslie Young|We have been asked to help disseminate the news of a possible occultation by Pluto visible to observers on the US East coast. Although the AAVSO does not ordinarily issue announcements of upcoming occultations, in this case the object is Pluto and the NASA New Horizons mission will be visiting Pluto in 2015.|Pluto's thin, nitrogen atmosphere is in vapor-pressure equilibrium with the surface ice, and changes seasonally. We've seen it double since 1988, and now we measure its pressure once or twice a year. The technique we use is stellar occultation, when a star passes behind Pluto's atmosphere. The atmosphere defocuses the starlight. By the timing of the fading of the star, we measure the pressure and temperature in Pluto's atmosphere at ~10 km resolution.|Pluto|2012-06-10|2012-06-14|Archived
458|Alert Notice 458: Multiwavelength observing campaign on AE Aqr|Dr. Christopher Mauche|Lawrence Livermore National Laboratory, and colleagues in Spain and Oman have requested AAVSO observations in support of their upcoming multiwavelength observations of the novalike intermediate polar cataclysmic variable AE Aqr with the Swift satellite, the MAGIC (Major Atmospheric Gamma Imaging Cherenkov) telescope and telescopes at other ground-based observatories. The goal is to study the extreme high-energy (gamma-ray) and high-energy (x-ray) behavior of this complex system.|AAVSO observations will be critical to the success of this campaign.|AE Aqr|2012-05-16|2012-06-19|Archived
462|Alert Notice 462: Monitoring of J1407 for next extrasolar ring system transit|Dr. Eric Mamajek|Monitoring requested for the young star 1SWASP J140747.93-394542.6, also known as J1407, to determine the eclipse behavior related to a transiting ringed substellar companion.|Monitoring requested to gather observations to test whether this may constitute a moon-forming 'protoexosatellite disk'. Currently, the period of the ringed companion and the exact scale of the ring system remain unknown.|1SWASP J140747.93-394542.6; J1407|2012-06-25|2012-06-26|Archived
463|Alert Notice 463: Nova Sagittarii 2012 No. 3 = PNV J17522579-2126215 [V5591 Sgr]|KOICHI ITAGAKI; YUKIO SAKURA|Event: Nova Sagittarii 2012 No. 3 = PNV J17522579-2126215 [V5591 Sgr]. Spectra by many confirm the object as a nova.|To study the nova event and collect observations.|PNV J17522579-2126215|2012-06-26|2012-06-27|Archived
464|Alert Notice 464: Observers requested for Jovian Extinction Events (JEE2012)|Scotty Degenhardt|Scotty Degenhardt (Santa Fe, NM), a pioneer in the use of video for timing eclipses of solar system and stellar objects and a research member of the International Occultation Timing Association (IOTA), has informed the AAVSO of a research project he and colleagues are working on: modeling the Jovian dust field, moon atmospheres, and Io’s Torus through Jovian Extinction Events (JEE). He has invited AAVSO observers to participate by observing these Jovian extinction events and reporting their observations.|This research project aims to document the extinction phenomenon of Jovian moons through conjunctions and interactions. The resulting data will potentially provide valuable insights into the distribution of dust and gasses in the Jovian system.|Jupiter; Europa; Io; Ganymede|2012-07-05|2012-07-06|Archived
465|Alert Notice 465: Nova Sagittarii 2012 No. 5 = PSN J18193700-1907400 [V5593 Sgr]|N/A|Nova Sagittarii 2012 No. 5 = PSN J18193700-1907400 [V5593 Sgr]. Discovered by Tadashi Kojima (Tsumagoi, Agatsuma-gun, Gunma-ken, Japan) reported by S. Nakano (Sumoto, Japan)|N/A|Nova Sagittarii 2012 No. 5 = PSN J18193700-1907400 [V5593 Sgr]|2012-07-20|2012-07-21|Archived
456|Alert Notice 456: Monitoring of V854 Cen Requested|Bram Ochsendorf (Leiden Observatory, Netherlands)|Requested monitoring by AAVSO observers of the R CrB variable V854 Cen in support of observations to be made using the XSHOOTER instrument on the Very Large Telescope (VLT) of the European Southern Observatory's La Silla Paranal Observatory in Chile. The goal is to observe V854 Cen during a fading episode.|Our goal is to probe the characteristics of these molecules in the cold molecular ejecta surrounding the star.|V854 Cen|2012-04-04|2012-08-31|Archived
470|Alert Notice 470: Symbiotic variable V4018 Sgr in outburst|Ulisse Munari|The symbiotic variable V4018 Sgr is undergoing an outburst, according to observations reported to the AAVSO and confirmed by spectroscopy by Ulisse Munari et al. The system is brightening and at V magnitude 11.07 as of 2012 Sep. 17.091 UT.|Observations and spectroscopic data suggest the symbiotic variable V4018 is in outburst.|V4018 Sgr|2012-09-20|2012-09-21|Archived
469|Alert Notice 469: Observations of TT Ari requested in support of MOST observations|Dr. Nikolaus Vogt|Dr. Vogt (Universidad de Valparaiso, Chile) has requested photometry and spectroscopy of the novalike (VY Scl subtype) cataclysmic variable TT Ari in support of upcoming observations with the Canadian Microvariability and Oscillations of Stars (MOST) satellite. The observations aim to study superhump behavior, which is not well understood in all classes of cataclysmic variables.|TT Ari exhibits occasional fadings of several magnitudes, from its usual high-state (maximum) magnitude of ~10.5V to a low-state magnitude as faint as 16V. These fadings occur every 20-25 years, and last between 500 and 1000 days. TT Ari exibits superhumps - both positive (the superhump period is longer than the orbital period) and negative (the superhump period is shorter than the orbital period). While positive superhumps are thought probably to be the result of an eccentric configuration in the accretion disk, the mechanism for negative superhumps is not yet understood. With the observations, the aim is to detect significant superhump period variations, as well as periodic signals in the range of several days.|TT Ari|2012-08-25|2012-10-20|Archived
466|Alert Notice 466: Monitoring of V380 Oph requested in support of HST observations|Dr. Joseph Patterson; Dr. Arne Henden|On behalf of a large Hubble Space Telescope consortium of which they are members, Dr. Joseph Patterson (Columbia University, Center for Backyard Astrophysics) and Dr. Arne Henden (AAVSO) have requested observations from the amateur astronomer community in support of upcoming HST observations of the novalike VY Scl-type cataclysmic variable V380 Oph.|The HST observations will likely take place in September but nightly visual observations are needed beginning immediately and continuing through at least October 2012. The astronomers plan to observe V380 Oph while it is in its current low state. Observations beginning now are needed to determine the behavior of this system at minimum and to ensure that the system is not in its high state at the time of the HST observations - if the system were bright it could damage the HST equipment.|V380 Oph|2012-08-13|2012-10-31|Archived
471|Alert Notice 471: Cataclysmic variables to be monitored for HST observations|Drs. Boris Gaensicke, Joseph Patterson, Arne Henden|AAVSO observers are requested to monitor ~40 cataclysmic variables in support of Hubble Space Telescope observations. The primary purpose of the monitoring is to know whether each target is in quiescence immediately prior to the observation window.|If the target is in outburst it will be too bright for the HST instrumentation. Based on the information supplied by the AAVSO, the HST scheduling team will decide on whether to go forward with the HST observations.|1RXS J023238.8-371812; 1RXS J105010.3-140431; ASAS J160048-4846.2;...[truncated for brevity]|2012-09-20|2012-10-31|Archived
473|Alert Notice 473: T Tauri stars observing campaign|Darryl Sergison|A campaign organized on six T Tauri stars to study the nature of pre-main-sequence low mass stars, using time series optical spectroscopy and UV-Visual-IR photometry to build a clearer picture of the environment around young solar-type stars and characterize their various disc, accretion, and outflow structures.|This study offers a unique opportunity for professional-amateur collaboration. It also offers a way to gather datapoints in the lightcurve between observations made by professional telescopes. The study also aims to investigate periodicity for a range of phenomena on timescales of months to hours.|RY TAU; DN TAU; DR TAU|2012-11-06|2012-11-07|Archived
477|Alert Notice 477: Supernova 2013E in IC 2532 = PSN J10000552-3414013|Stuart Parker|Supernova 2013E in IC 2532 = PSN J10000552-3414013 has been discovered. It is a type-Ia supernova several days before maximum brightness.|N/A|Supernova 2013E; IC 2532; PSN J10000552-3414013|2013-01-04|2013-01-05|Archived
474|Alert Notice 474: Multiwavelength campaign on delta Ori (Mintaka)|Tony Moffat, Michael Corcoran, Noel Richardson|An international team of astronomers has requested AAVSO photometry and spectroscopy of delta Ori (Mintaka) in support of their multiwavelength campaign on this hot binary star in Orion's Belt. Satellite observations will include x-ray via NASA's Chandra and precision optical photometry via Canada's MOST.|Massive O‐type stars, though rare, are a primary driver behind the chemical, ionization and pressure evolution of the interstellar medium. Evolution of these stars from main sequence to supernova is driven significantly by stellar‐wind mass loss. Understanding this important connection in individual stars requires a good understanding of the physical stellar parameters...combined with detailed understanding of the outflowing wind.|delta Ori (Mintaka)|2012-12-17|2013-01-07|Archived
478|Alert Notice 478: Transformed photometry of young stars in Cha requested|Dr. Péter Ábrahám|Dr. Péter Ábrahám has requested the assistance of AAVSO observers in monitoring eight young stars in Chamaeleon in support of photometry he and his colleagues will be obtaining with the VLT/ISAAC (infrared) and Herschel Space Observatory (far-infrared) during January-February 2013.|Calibrated, transformed VRI photometry is requested to precisely monitor changes in the optical brightness and colors of these objects. Calibration and transformation of the photometry is crucial - if all of the data are not on the same system and particularly if the colors are not transformed, it will be extremely difficult to correlate the data usefully.|CR Cha; CT Cha; HP Cha (Glass I); VW Cha; VZ Cha; WW CHa; WX Cha; XX Cha|2013-01-16|2013-01-17|Archived
472|Alert Notice 472: Monitoring of HD 5980 requested for multiwavelength campaign|Dr. Noel Richardson|Dr. Noel Richardson (Universite de Montreal, formerly at Georgia State University) has requested monitoring of the Small Magellanic Cloud eclipsing binary HD 5980 (in Tucana) as part of a multiwavelength campaign he is coordinating to study this unusual system.|This will allow us to fully update the orbital ephemeris. It will be great to have high cadence observations on the nights of the eclipses (given below), as well as good coverage (a few points per night) on the remaining nights through January. We thank the southern observers in advance for their contributions. With enough good photometry, there is a chance that we might be able to detect a period change in this system, expected with the various high mass-loss stages, both constant and eruptive. Such a period change will inform us of how much mass the system is losing, a key parameter for massive, luminous stars that tend to be dominated by their strong winds.|HD 5980|2012-10-19|2013-01-31|Archived
479|Alert Notice 479: Supernova 2013aa in NGC 5643 = PSN J14323388-4413278|Stuart Parker|Event of Supernova 2013aa in NGC 5643, also known as PSN J14323388-4413278.|N/A|Supernova 2013aa; NGC 5643; PSN J14323388-4413278|2013-02-17|2013-02-18|Archived
475|Alert Notice 475: Monitoring of the dwarf nova U Geminorum in support of HST observations|Dr. Michael Shara|Dr. Michael Shara has requested dense coverage of the dwarf nova U Gem in support of HST Cosmic Origins Spectrograph (COS) observations scheduled for now through February 20, 2013.|The purpose of the AAVSO observations is to provide status information to the HST schedulers so they can be certain U Gem will not be in outburst during the observations, and they are to be used for correlation with and interpretation of spectra obtained by HST/COS in an effort to determine the dominant energy source in dwarf novae (and thus the physical mechanism of dwarf novae outbursts), fundamental information still not known about this class of objects.|U Gem|2012-12-22|2013-03-07|Archived
480|Alert Notice #480: MR UMa superoutburst coverage requested for HST observations|Dr. Boris Gaensicke|The currently-outbursting SU UMa-type cataclysmic variable MR UMa will be observed in preparation for and support of HST observations scheduled for the week 2013 April 4-7.|The HST observations scheduled for next month might offer an unplanned opportunity to measure the post-outburst cooling of the WD in this system.|MR UMa|2013-03-08|2013-03-09|Archived
459|Alert Notice 459: Monitoring of RU Peg requested for Swift observations|Dr. Koji Mukai|Dr. Koji Mukai has requested AAVSO observers' assistance in monitoring the SS Cyg-type dwarf nova RU Peg in support of target-of-opportunity observations with the NASA Swift satellite during an outburst.|His observations will be targeted during the rise to outburst and during late decline from outburst. Thus, your prompt notification to AAVSO Headquarters of activity in RU Peg will be crucial to the success of this campaign.|RU Peg|2012-06-06|2013-03-31|Archived
482|Alert Notice 482: Monitoring requested for dust production study in developing planetary systems|Huan Meng and Dr. George Rieke|The stars have been observed with NASA's Spitzer Space Telescope to have varying levels of dust in the circumstellar disk. These varying levels are thought to be produced through collisions among the asteroid-size debris in the disk. AAVSO monitoring is requested to make certain that the variations are not caused by variability in the stars themselves and for correlation with Spitzer data being obtained.|N/A|BD+20 307; HD 15407A; HD 23514|2013-04-03|2013-04-04|Archived
484|Alert Notice 484: Nova Sco 2013 = PNV J17335943-3606216 [V1533 Sco]|Koichi Nishiyama (Kurume, Japan) and Fujio Kabashima(Miyaki, Japan)|N/A|N/A|Nova Sco 2013 = PNV J17335943-3606216 [V1533 Sco]|2013-06-04|2013-06-05|Archived
483|Alert Notice 483: AH Her Observing Campaign|Dr. Juan Echevarria|AAVSO assistance has been requested in a campaign on the Z Cam-type cataclysmic variable AH Her being carried out 2013 May 29 - June 18. The goal is to carry out a radial velocity study of the system components using modern detectors. Photometry and spectroscopy are requested.|It is essential to pinpoint the minimum of AH Her for the radial velocity study to be most successful. Observations, reported in a timely manner, will be crucial to determining the time of minimum and so to the success of the campaign. The system exhibits anomalous behavior, hence observations are crucial to track these changes. The system's brightness varies between ~11.8V and 14.3V, currently it is near minimum at 14.0V.|AH Her|2013-05-29|2013-06-18|Archived
487|Alert Notice 487: Supernova 2013dy in NGC 7250 = PSN J22181760+4034096|Lick Observatory Supernova Search; Kuniaki Goto|Event Supernova 2013dy in NGC 7250 (Lacerta) = PSN J22181760+4034096 announced. Discovery by LOSS and Kuniaki Goto. Coordinates given, discovery magnitude and date detailed. SN 2013dy identified as a Type-Ia supernova discovered one to two weeks before maximum, according to spectra by various observatories.|N/A|SN 2013dy; PSN J22181760+4034096; NGC 7250|2013-07-10|2013-07-11|Archived
489|AAVSO Alert Notice 489: Nova Delphini 2013 = PNV J20233073+2046041 [V339 Del]|Koichi Itagaki|Nova Del 2013 = PNV J20233073+2046041 [V339 Del] was discovered by Koichi Itagaki. This nova is continuing to fade slowly.|Please continue monitoring this nova until further notice.|Nova Del 2013 = PNV J20233073+2046041 [V339 Del]|2013-08-16|2013-08-17|Archived
486|Alert Notice 486: Spectroscopy and photometry campaign on three bright Wolf Rayet stars|Dr. Noel Richardson|Dr. Noel Richardson (Université de Montréal) is helping coordinate a very large ProAm campaign (over 20 professional and amateur astronomers) this summer on three bright Wolf Rayet stars in Cygnus.|The targets are WR 134 , WR 135 , and WR 137 ( HD 191765 , HD 192103 , and HD 192641 ), which happen to be the first three WR stars discovered from visual spectroscopy by Wolf and Rayet. This campaign has been underway since mid-May and will continue through September 17, 2013.|WR 134; WR 135; WR 137; HD 191765; HD 192103; HD 192641|2013-05-15|2013-09-17|Archived
488|Alert Notice 488: Observations of AA Tau requested to schedule XMM-Newton|Dr. Hans Moritz Guenther|Daily observations of the classical T Tauri star AA Tau are requested in order to schedule x-ray observations with XMM-Newton planned for between 2013 August 15 and September 15.|The purpose of these observations is to determine if AA Tau is at a suitable brightness for satellite observations.|AA Tau|2013-08-01|2013-09-20|Archived
485|Alert Notice 485: AG Dra monitoring requested for multiwavelength campaign|Dr. Andrea Dupree|Dr. Andrea Dupree has requested AAVSO monitoring of the symbiotic variable AG Draconis from now through at least September 2013 for correlation with upcoming Chandra x-ray and HST ultraviolet observations. Complications arise as AG Dra periodically enters an active phase where UV/optical light increases by 1 to 3 magnitudes.|We need to know what state the star is in when the CHANDRA and HST observations are made in order to interpret the spectra. It is very important to have photometry and good visual estimates of the brightness of the star.|AG Draconis|2013-06-20|2013-09-30|Archived
490|Alert Notice 490: Optical monitoring of T Ori requested|Dr. William Herbst|Dr. William Herbst and Rachel Pedersen have requested AAVSO assistance in monitoring the Orion variable T Ori in support of spectroscopy they will be obtaining during September 2013. AAVSO nightly coverage (visual or electronic, not time series) of this star is crucial throughout the month of September.|T Ori is a mysterious variable star. The cause of its variability is not fully known more than a century after its discovery. Dr. Herbst and his student Rachel Pedersen will be obtaining high resolution spectra to observe spectral changes accompanying the brightness variations that will shed light on their cause.|T Ori|2013-08-30|2013-09-30|Archived
491|Alert Notice 491: V556 Serpentis = Nova Ser 2013 = PNV J18090346-1112345|Koichi Itagaki|Observations and study of the event V556 Serpentis = Nova Ser 2013 = PNV J18090346-1112345, discovered by Koichi Itagaki and reported by S. Nakano.|N/A|V556 Serpentis; Nova Ser 2013; PNV J18090346-1112345|2013-11-24|2013-11-25|Archived
493|Alert Notice 493: Request to monitor BP Tau in support of Chandra X-ray observations|Dr. Hans Moritz Guenther|Request for nightly observations of the classical T Tauri star BP Tau in support of upcoming Chandra X-ray observations in his study of the accretion processes underway in this star.|BP Tau is a classical T Tauri star in the Taurus-Aurigae star forming region. It is surrounded by a thick accretion disk. Material is falling from the accretion disk onto that star and we want to study this accretion shock and its interaction with the other layers of the star. The accretion shock is very hot (2-4 Mio Kelvin) and can be best seen in X-rays, but support from optical observers is needed.|BP Tau|2013-12-18|2014-01-06|Archived
500|Alert Notice 500: Novae in Scorpius and Cygnus [V1534 Sco, V2659 Cyg]|Koichi Nishiyama and Fujio Kabashima|Observations of two Novae, Nova Scorpii 2014 = TCP J17154683-3128303 [V1534 Sco] and Nova Cygni 2014 = PNV J20214234+3103296 [V2659 Cyg], are requested. Observations of all types - visual, CCD, DSLR, spectroscopy - are encouraged in order to follow the evolution of these novae.|N/A|V1534 Sco; V2659 Cyg|2014-04-02|2014-04-03|Archived
501|Alert Notice 501: Monitoring requested for HST/COS observations of SBS 1108+574|Dr. Peter Garnavich and Dr. Paula Szkody|Dr. Peter Garnavich (University of Notre Dame) and Dr. Paula Szkody (University of Washington) have requested the help of AAVSO observers in monitoring the cataclysmic variable SBS 1108+574 (= CSS 120422:111127+571239) in support of upcoming Hubble Space Telescope observations. The HST COS will be carrying out far-ultraviolet spectroscopy of this target on 2014 May 12-13 UT.|SBS 1108+574 is of interest because it was found in outburst by the Catalina Sky Survey and was found to have an orbital period of only 56 minutes. It's spectra showed both helium and hydrogen lines. The AAVSO monitoring is to know whether SBS 1108+574 is in quiescence immediately prior to the observation window; if it is in outburst it will be too bright for the HST instrumentation.|SBS 1108+574; CSS 120422:111127+571239|2014-04-29|2014-05-25|Archived
502|Alert Notice 502: EE Cep observations requested for upcoming eclipse|Cezary Galan|The AAVSO requests observations for the upcoming eclipse of EE Cephei, a long-period eclipsing variable. EE Cep has a period of 2,050 days, and shows strong variations in the eclipse light curve from one event to the next. Observations are needed to study the morphology of the upcoming eclipse, which will be used to better understand the shape of the eclipsing disk and how it precesses. Mid-eclipse is predicted to be August 23, 2014, but the early stages of the eclipse may begin as much as a month earlier.|EE Cephei is a Be star - a B-type star with emission lines - eclipsed by an orbiting dusty disk that belongs to an unseen companion. The system has a long period of 5.6 years (2,050 days) and both the shape and depth of the eclipses are highly variable. Photometry of this object can be used to model the size, shape, and orbital properties of the disk.|EE Cephei|2014-07-09|2014-10-31|Archived
507|Alert Notice 507: Observations of the eclipsing binary b Persei|Dr. Robert Zavala (USNO-Flagstaff)|Observations of the bright variable star b Persei for the next two weeks to catch a predicted eclipse.|The observations will be used as a photometric comparison for upcoming interferometric observations with the Navy Precision Optical Interferometer (NPOI) in Arizona.|b Persei|2015-01-07|2015-01-17|Archived
506|Alert Notice 506: Alpha Com eclipse observing campaign|Drs. Matthew W. Muterspaugh and Gregory W. Henry|Monitoring the possible Algol-like binary star alpha Com before, during, and after the eclipse they have predicted for mid-to-late January 2015.|The PIs will be using the Fairborn Observatory automated photometric telescopes on Mt. Hopkins in Arizona to monitor the event, but they are requesting additional observations not only to supplement theirs but also specifically to have good coverage in the event of bad weather at Mt. Hopkins. The precision photometry in the weeks before and after the eclipse is requested in order to catch possible evidence for planets or other materials around the eclipsing star.|ALF COM|2014-12-05|2015-01-25|Archived
508|Alert Notice 508: Nova Scorpii 2015 == PNV J17032620-3504140 [V1535 Sco]|Tadashi Kojima|Observations of all types (visual, CCD, DSLR, spectroscopy) are strongly encouraged in following the evolution of this nova.|N/A|Nova Scorpii 2015 = PNV J17032620-3504140 [V1535 Sco]|2015-02-11|2015-02-12|Archived
509|Alert Notice 509: Nova Sagittarii 2015 = PNV J18142514-2554343 [V5667 Sgr]|N/A|Echelle spectra by Frederick Walter (Stony Brook University) taken on the night of 2015 February 15/16 near maximum light indicate that N Sgr 2015 is a classical Fe II nova.|Observations of all types (visual, CCD, DSLR, spectroscopy) are strongly encouraged as this nova evolves.|Nova Sagittarii 2015 = PNV J18142514-2554343 [V5667 Sgr]|2015-02-12|2015-02-13|Archived
515|Alert Notice 515: SN 2015F in NGC 2442 (PSN J07361576-6930230)|Libert A. G. Monard|Supernova in NGC 2442: SN 2015F = PSN J07361576-6930230|N/A|SN 2015F; NGC 2442|2015-02-23|2015-02-24|Archived
512|Alert Notice 512: Nova Sagittarii 2015 No. 2 = PNV J18365700-2855420 [V5668 Sgr]|N/A|Event : Nova Sagittarii 2015 No. 2 = PNV J18365700-2855420 [V5668 Sgr] has been discovered by John Seach. Active observations of all types are encouraged as this nova evolves. T. Finzell (Michigan State University) requests ongoing optical coverage in support of radio and x-ray observations being scheduled.|The observations are justified by the need for ongoing optical coverage in support of radio and x-ray observations being scheduled.|Nova Sagittarii 2015 No. 2 = PNV J18365700-2855420 [V5668 Sgr]|2015-03-16|2015-03-17|Archived
516|Alert Notice 516: Nova Oph 2015 = PNV J17291350-1846120 [V2944 Oph]|N/A|A spectrum obtained by M. Fujii (Fujii Kurosaki Observatory, Kurashiki, Okayama, Japan) on 2015 Mar 30.758 UT is consistent with PNV J17291350-1846120 being a He/N type nova.|N/A|Nova Oph 2015 = PNV J17291350-1846120 [V2944 Oph]|2015-04-02|2015-04-03|Archived
517|Alert Notice 517: Monitoring of AM Her urgently requested in support of XMM-Newton and NuSTAR observations|Dr. Axel Schwope|Dr. Axel Schwope (Leibniz Institute for Astrophysics Potsdam, Germany) has requested AAVSO observers' assistance in monitoring the magnetic variable AM Her in support of upcoming XMM-Newton plus NuSTAR (Nuclear Spectroscopic Telescope Array) observations. Observations are requested nightly from now until April 4, then time series observations through April 8, and then nightly observations through April 16.|Timing accuracy is an issue for these observations and all CCD clocks need to be synchronized via NTP.|AM Her|2015-04-02|2015-04-16|Archived
513|Alert Notice 513: Request for observations of GW Lib in support of HST observations|Dr. Paula Szkody|Dr. Paula Szkody, University of Washington, requests monitoring of the cataclysmic variable GW Lib for upcoming Hubble Space Telescope observations, scheduled to be made during the window 2015 April 22-25 UT. AAVSO observations made April 21-24 will be used to make a go/no go decision. Szkody requests nightly monitoring beginning now and through May 2.|GW Lib is a cataclysmic variable that is part of a larger study of pulsating white dwarf primaries in cataclysmic variables. Szkody and collaborators are investigating the effects that higher temperatures and larger rotation velocities caused by accretion have on the pulsation behavior. In these HST observations, they want to measure the temperature of the white dwarf at minimum.|GW Lib|2015-03-18|2015-05-02|Archived
518|Alert Notice 518: Observations of 2MASS J06593158-0405277 needed|Dr. Fabienne A. Bastien|The rare FU Ori object 2MASS J06593158-0405277 is being monitored as part of a campaign to observe this T Tauri star from the optical to the infrared in the coming weeks. The goal is to obtain detailed outburst light curves and SEDs [spectral energy distributions] of the object before it goes behind the sun at the end of May to help place other observations in the context of the outburst. This is also one of the brightest such objects seen in recent times (K magnitude of 7.6 and V magnitude of 11.4 as of December 2014). The monitoring will focus on its behavior from the optical to the infrared (BVRIJHK and/or the equivalent Sloan filters) as it may be changing.|N/A|2MASS J06593158-0405277|2015-04-15|2015-05-31|Archived
519|Alert Notice 519: Nova Sgr 2015 No. 2 fading as dust production rises|N/A|Nova Sgr 2015 No. 2 (V5668 Sgr, PNV J18365700-2855420; see AAVSO Alert Notice 512) is undergoing a significant fading visually as its infrared excess increases, indicating that substantial dust production is underway.|Nova Sgr 2015 No. 2 was discovered by John Seach (Chatsworth Island, NSW, Australia) at DSLR magnitude 6.0 on 2015 March 15.634 UT. It brightened to V=4.3 by March 21, and has undergone five subsequent re-brightenings, the last to V=5.7 on June 1. Since then it has faded steadily to V=8.2 on June 15, 1.6 magnitudes fainter than its faintest previous minimum since outburst.|V5668 Sgr; PNV J18365700-2855420|2015-06-15|2015-06-16|Archived
520|Alert Notice 520: X-ray nova and LMXB V404 Cyg in rare outburst|N/A|V404 Cyg, an X-ray nova and a low mass X-ray binary (LMXB) with black hole component, is undergoing its first reported X-ray and optical outburst since 1989. Large scale, rapid variations are being reported in wavelengths from X-ray to radio by professional and amateur astronomers worldwide.|N/A|V404 Cyg|2015-06-18|2015-06-19|Archived
522|Alert Notice 522: V404 Cyg HST multiwavelength observations scheduled|C. Knigge (University of Southampton)|The dramatic outburst of the black hole X-ray transient LMXB V404 Cyg continues. It was detected 2015 June 16.1688 UT at 16.18 CV +/-0.035 by E. Muyllaert (MUY, Oostende, Belgium); the first satellite detection was by Swift on June 16.77197 UT (Barthelmy et al., _[GCN Circular 17929](http://gcn.gsfc.nasa.gov/gcn3/17929.gcn3)_ ). It was announced in _[AAVSO Alert Notice 520](/aavso-alert-notice-520)_.|V404 Cyg has been observed by the professional community across the spectrum from X-ray to radio wavelengths, and by the amateur community in all bands available to it. Large- and small-scale variations have been seen occurring at timescales ranging from seconds to hours, with changes of 2-3 magnitudes seen over the course of a few hours. Most recently Swift has detected a dust halo around V404 Cyg (Beardmore et al., _[ATel #7736](http://www.astronomerstelegram.org/?read=7736)_ ).|V404 Cyg|2015-07-10|2015-07-12|Archived
524|Alert Notice 524: Observing campaign on 17 cataclysmic variables|Roque Ruiz-Carmona|Roque Ruiz-Carmona (Ph.D. candidate, Institute of Mathematics, Astrophysics and Particle Physics, Radboud University Nijmegen, The Netherlands) has requested AAVSO assistance with his campaign to observe 17 cataclysmic variables (CVs) with the William Herschel Telescope (WHT) next week.|In order for WHT to observe each of the targets safely and to maximize the science value of the observations obtained, it is essential to know whether they are in outburst or quiescence.|VW CrB; V844 Her; SDSS J162520.29+120308.7; V592 Her; SDSS J165359.06+201010.4; 1RXS J165658.7+212141; 1RXS J174827.1+505053; V344 Lyr; V1504 Cyg; 1RXS J203242.4+104937; FX Cep; V364 Peg; VZ Aqr; HS 2141+1231; V367 Peg; V369 Peg; USNO-B1.0 1053-00654452|2015-07-21|2015-07-22|Archived
510|Alert Notice 510: Observations of the symbiotic nova ASAS J174600-2321.3|S. Otero, P. Tisserand, K. Bernhard, S. Hummerich|The AAVSO is requesting observations of the symbiotic nova candidate ASAS J174600-2321.3 during the predicted upcoming eclipse of this system. Observers are asked to begin observing immediately (2015 March 5), and continue observations through the end of July 2015.|The system has shown a conspicuous brightening of ~4 magnitudes (V) that started in 1999 and has been in outburst since then. It is expected to go fainter than 16.9 mag (V) at mid-eclipse when the red giant passes in front of the outbursting white dwarf.|ASAS J174600-2321.3|2015-03-05|2015-07-31|Archived
525|Alert Notice 525: Observing Campaign on KIC 02856960|Dr. Thomas Marsh|The AAVSO requests time-series observations of the eclipsing binary system KIC 02856960 beginning immediately, with intensive coverage urgently requested during the window of 2015 August 8.0 through August 12.0. Observations are requested on behalf of an international campaign coordinated by Dr. Thomas Marsh (University of Warwick)|Dr. Thomas Marsh is attempting to explain the enigmatic behavior of this possible triple system. The properties of this system have not been successfully modeled, and observations of this eclipse are strongly desired to provide additional constraints for the modeling efforts.|KIC 02856960|2015-07-31|2015-08-12|Archived
